year,month,country,product,kilos,dollars
2016,11,SOUTH KOREA,EELS IN OIL NOT >7KG,126,3641
2016,11,TAIWAN,EELS IN ATC NOT IN OIL,2580,14411
2016,11,TAIWAN,EELS IN OIL NOT >7KG,3715,92690
2016,11,VIETNAM,EELS FROZEN,20484,157197
2016,12,CANADA,EELS FROZEN,2093,21928
2016,12,CANADA,EELS STICKS TYPE PRODUCTS NOT COOKED NOT IN OIL,5410,28219
2016,12,CHINA,EELS FROZEN,16300,227429
2016,12,CHINA,EELS IN ATC NOT IN OIL,298369,4000320
2016,12,CHINA,EELS IN OIL NOT >7KG,21000,126000
2016,12,JAPAN,EELS FROZEN,51,3141
2016,12,JAPAN,EELS IN ATC NOT IN OIL,472,17605
2016,12,JAPAN,EELS IN OIL NOT >7KG,94,2126
2016,12,PORTUGAL,EELS FRESH,264,2273
2016,12,TAIWAN,EELS IN ATC NOT IN OIL,3371,22652
2016,12,TAIWAN,EELS IN OIL NOT >7KG,5000,196900
2016,12,UKRAINE,EELS IN ATC NOT IN OIL,3480,4020
2016,12,VIETNAM,EELS FROZEN,3746,30658
2017,01,CANADA,EELS STICKS TYPE PRODUCTS NOT COOKED NOT IN OIL,7313,25988
2017,01,CHINA,EELS FRESH,1497,14700
2017,01,CHINA,EELS FROZEN,30296,259229
2017,01,CHINA,EELS IN ATC NOT IN OIL,397813,5442877
2017,01,CHINA,EELS IN OIL >7KG,14160,121564
2017,01,CHINA,EELS IN OIL NOT >7KG,145500,871250
2017,01,JAPAN,EELS FRESH,48,2072
2017,01,JAPAN,EELS IN ATC NOT IN OIL,2107,14882
2017,01,PANAMA,EELS FRESH,372,2721
2017,01,PORTUGAL,EELS FRESH,585,6772
2017,01,SOUTH KOREA,EELS FRESH,52,2078
2017,01,SOUTH KOREA,EELS IN ATC NOT IN OIL,4950,45118
2017,01,SOUTH KOREA,EELS IN OIL NOT >7KG,140,4137
2017,01,TAIWAN,EELS IN ATC NOT IN OIL,3729,16803
2017,01,TAIWAN,EELS IN OIL NOT >7KG,4000,155640
2017,01,VIETNAM,EELS FROZEN,6895,48541
2017,02,CANADA,EELS STICKS TYPE PRODUCTS NOT COOKED NOT IN OIL,3712,19102
2017,02,CHINA,EELS FRESH,5000,23650
2017,02,CHINA,EELS IN ATC NOT IN OIL,195000,2748278
2017,02,CHINA,EELS IN OIL >7KG,20700,210000
2017,02,CHINA,EELS IN OIL NOT >7KG,63000,378000
2017,02,JAPAN,EELS IN ATC NOT IN OIL,8155,81373
2017,02,PORTUGAL,EELS FRESH,770,8668
2017,02,SOUTH KOREA,EELS IN ATC NOT IN OIL,654,11062
2017,02,TAIWAN,EELS IN ATC NOT IN OIL,4195,22505
2017,02,VIETNAM,EELS FROZEN,4681,37152
2017,03,CANADA,EELS STICKS TYPE PRODUCTS NOT COOKED NOT IN OIL,5445,27890
2017,03,CHINA,EELS IN ATC NOT IN OIL,329574,4317916
2017,03,CHINA,EELS IN OIL NOT >7KG,21000,126000
2017,03,JAPAN,EELS IN ATC NOT IN OIL,6117,35063
2017,03,JAPAN,EELS IN OIL NOT >7KG,50,3187
2017,03,JAPAN,EELS STICKS TYPE PRODUCTS COOKED OR IN OIL,192,2137
2017,03,PANAMA,EELS FRESH,602,4486
2017,03,PORTUGAL,EELS FRESH,1530,18431
2017,03,SOUTH KOREA,EELS IN ATC NOT IN OIL,10762,65969
2017,03,TAIWAN,EELS IN ATC NOT IN OIL,15209,90025
2017,03,TAIWAN,EELS IN OIL NOT >7KG,4000,155640
2017,03,THAILAND,EELS FROZEN,14738,38275
2017,03,VIETNAM,EELS FROZEN,1605,18849
2017,04,CANADA,EELS STICKS TYPE PRODUCTS NOT COOKED NOT IN OIL,2856,12192
2017,04,CHINA,EELS FROZEN,13548,54140
2017,04,CHINA,EELS IN ATC NOT IN OIL,200700,2782073
2017,04,CHINA,EELS IN OIL NOT >7KG,63000,378000
2017,04,CHINA,EELS STICKS TYPE PRODUCTS COOKED OR IN OIL,17237,78740
2017,04,JAPAN,EELS IN ATC NOT IN OIL,16714,122662
2017,04,JAPAN,EELS IN OIL NOT >7KG,120,5208
2017,04,PORTUGAL,EELS FRESH,751,8522
2017,04,PORTUGAL,EELS FROZEN,756,5402
2017,04,SOUTH KOREA,EELS FRESH,62,2699
2017,04,SOUTH KOREA,EELS IN ATC NOT IN OIL,8186,59936
2017,04,TAIWAN,EELS IN ATC NOT IN OIL,3571,20695
2017,04,TAIWAN,EELS IN OIL NOT >7KG,4000,155640
2017,05,CANADA,EELS STICKS TYPE PRODUCTS NOT COOKED NOT IN OIL,4245,16852
2017,05,CHINA,EELS IN ATC NOT IN OIL,114120,1410250
2017,05,CHINA,EELS IN OIL NOT >7KG,121890,815740
2017,05,CHINA,EELS STICKS TYPE PRODUCTS COOKED OR IN OIL,17237,67590
2017,05,JAPAN,EELS FRESH,54,2186
2017,05,JAPAN,EELS IN ATC NOT IN OIL,4215,44924
2017,05,JAPAN,EELS IN OIL NOT >7KG,120,2831
2017,05,PORTUGAL,EELS FRESH,2355,17484
2017,05,SOUTH KOREA,EELS FROZEN,12867,172719
2017,05,SOUTH KOREA,EELS IN ATC NOT IN OIL,5231,43202
2017,05,TAIWAN,EELS IN ATC NOT IN OIL,5383,30206
2017,05,THAILAND,EELS FROZEN,17146,32105
2017,05,VIETNAM,EELS FROZEN,15309,98639
